COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE;SITUACAO
3152907;5057;Pratápolis;PRATAPOLIS;MG;Minas Gerais;8566;0;SE;0,729;0,862;0,639;0,703;Aprovado
3153004;5059;Pratinha;PRATINHA;MG;Minas Gerais;3631;0;SE;0,721;0,871;0,607;0,71;Aprovado
3541109;6923;Presidente Alves;PRESIDENTE ALVES;SP;São Paulo;4080;0;SE;0,735;0,811;0,689;0,711;Em Complementação
3153103;5061;Presidente Bernardes;PRESIDENTE BERNARDES;MG;Minas Gerais;5341;0;SE;0,632;0,804;0,521;0,603;Não Cadastrado
3541208;6925;Presidente Bernardes;PRESIDENTE BERNARDES;SP;São Paulo;13023;0;SE;0,757;0,839;0,719;0,718;Em Análise
4213906;8273;Presidente Castello Branco;PRESIDENTE CASTELLO BRANCO;SC;Santa Catarina;1547;0;S;0,77;0,883;0,637;0,813;Não Cadastrado
4120408;7787;Presidente Castelo Branco;PRESIDENTE CASTELO BRANCO;PR;Paraná;5351;0;S;0,713;0,857;0,608;0,695;Não Cadastrado
2109106;879;Presidente Dutra;PRESIDENTE DUTRA;MA;Maranhão;48036;0;NE;0,653;0,788;0,563;0,628;Não Cadastrado
2925600;3813;Presidente Dutra;PRESIDENTE DUTRA;BA;Bahia;15160;0;NE;0,614;0,73;0,553;0,572;Aprovado
3541307;6927;Presidente Epitácio;PRESIDENTE EPITACIO;SP;São Paulo;44389;0;SE;0,75;0,845;0,7;0,714;Aprovado
1303536;9841;Presidente Figueiredo;PRESIDENTE FIGUEIREDO;AM;Amazonas;37193;0;N;0,647;0,802;0,538;0,627;Aprovado
4214003;8275;Presidente Getúlio;PRESIDENTE GETULIO;SC;Santa Catarina;17726;0;S;0,759;0,874;0,654;0,764;Aprovado
2925709;3815;Presidente Jânio Quadros;PRESIDENTE JANIO QUADROS;BA;Bahia;12179;0;NE;0,542;0,772;0,386;0,533;Em Cadastro
2109205;881;Presidente Juscelino;PRESIDENTE JUSCELINO;MA;Maranhão;12838;0;NE;0,563;0,743;0,532;0,452;Não Cadastrado
3153202;5063;Presidente Juscelino;PRESIDENTE JUSCELINO;MG;Minas Gerais;3606;0;SE;0,614;0,796;0,483;0,603;Aprovado
1718402;9629;Presidente Kennedy;PRESIDENTE KENNEDY;TO;Tocantins;3676;0;N;0,669;0,82;0,582;0,628;Não Cadastrado
3204302;5685;Presidente Kennedy;PRESIDENTE KENNEDY;ES;Espírito Santo;11658;0;SE;0,657;0,808;0,553;0,636;Aprovado
3153301;5065;Presidente Kubitschek;PRESIDENTE KUBITSCHEK;MG;Minas Gerais;3001;0;SE;0,595;0,787;0,468;0,573;Aprovado
4315149;6023;Presidente Lucena;PRESIDENTE LUCENA;RS;Rio Grande do Sul;2937;0;S;0,757;0,885;0,674;0,727;Não Cadastrado
1100254;19;Presidente Médici;PRESIDENTE MEDICI;RO;Rondônia;18571;0;N;0,664;0,792;0,55;0,671;Não Cadastrado
2109239;214;Presidente Médici;PRESIDENTE MEDICI;MA;Maranhão;7070;0;NE;0,591;0,762;0,522;0,518;Aprovado
4214102;8277;Presidente Nereu;PRESIDENTE NEREU;SC;Santa Catarina;2283;0;S;0,737;0,861;0,609;0,765;Aprovado
3153400;5067;Presidente Olegário;PRESIDENTE OLEGARIO;MG;Minas Gerais;19627;0;SE;0,701;0,831;0,611;0,679;Não Cadastrado
3541406;6929;Presidente Prudente;PRESIDENTE PRUDENTE;SP;São Paulo;230371;0;SE;0,806;0,858;0,774;0,788;Aprovado
2109270;216;Presidente Sarney;PRESIDENTE SARNEY;MA;Maranhão;19069;0;NE;0,557;0,752;0,472;0,486;Não Cadastrado
2925758;3023;Presidente Tancredo Neves;PRESIDENTE TANCREDO NEVES;BA;Bahia;28004;0;NE;0,559;0,727;0,424;0,566;Aprovado
2109304;883;Presidente Vargas;PRESIDENTE VARGAS;MA;Maranhão;11261;0;NE;0,587;0,768;0,56;0,47;Aprovado
3541505;6931;Presidente Venceslau;PRESIDENTE VENCESLAU;SP;São Paulo;39583;0;SE;0,763;0,837;0,708;0,749;Aprovado
1506104;521;Primavera;PRIMAVERA;PA;Pará;10857;0;N;0,577;0,772;0,435;0,571;Não Cadastrado
2611408;2527;Primavera;PRIMAVERA;PE;Pernambuco;15101;0;NE;0,58;0,767;0,444;0,572;Não Cadastrado
1101476;16;Primavera de Rondônia;PRIMAVERA DE RONDONIA;RO;Rondônia;2776;0;N;0,641;0,799;0,512;0,645;Não Cadastrado
5107040;9871;Primavera do Leste;PRIMAVERA DO LESTE;MT;Mato Grosso;63092;0;CO;0,752;0,843;0,653;0,774;Aprovado
2109403;885;Primeira Cruz;PRIMEIRA CRUZ;MA;Maranhão;15431;0;NE;0,512;0,722;0,414;0,448;Aprovado
4120507;7789;Primeiro de Maio;PRIMEIRO DE MAIO;PR;Paraná;11130;0;S;0,701;0,826;0,599;0,695;Aprovado
4214151;934;Princesa;PRINCESA;SC;Santa Catarina;2937;0;S;0,706;0,82;0,611;0,701;Aprovado
2512309;2147;Princesa Isabel;PRINCESA ISABEL;PB;Paraíba;23549;0;NE;0,606;0,72;0,514;0,6;Aprovado
5218391;51;Professor Jamil;PROFESSOR JAMIL;GO;Goiás;3203;0;CO;0,684;0,821;0,579;0,673;Aprovado
4315156;7361;Progresso;PROGRESSO;RS;Rio Grande do Sul;6239;0;S;0,683;0,861;0,525;0,705;Aprovado
3541604;6933;Promissão;PROMISSAO;SP;São Paulo;40828;0;SE;0,743;0,85;0,666;0,724;Aprovado
2805703;3213;Propriá;PROPRIA;SE;Sergipe;29692;0;NE;0,661;0,776;0,593;0,629;Aprovado
4315172;7359;Protásio Alves;PROTASIO ALVES;RS;Rio Grande do Sul;1938;0;S;0,733;0,839;0,609;0,771;Aprovado
3153608;5071;Prudente de Morais;PRUDENTE DE MORAIS;MG;Minas Gerais;10834;0;SE;0,69;0,795;0,629;0,658;Aprovado
4120606;7791;Prudentópolis;PRUDENTOPOLIS;PR;Paraná;52513;0;S;0,676;0,807;0,577;0,664;Aprovado
1718451;94;Pugmil;PUGMIL;TO;Tocantins;2717;0;N;0,669;0,809;0,595;0,621;Aprovado
2410405;1807;Pureza;PUREZA;RN;Rio Grande do Norte;9724;0;NE;0,567;0,774;0,456;0,516;Aprovado
4315206;8807;Putinga;PUTINGA;RS;Rio Grande do Sul;3889;0;S;0,715;0,873;0,563;0,745;Aprovado
2512408;2149;Puxinanã;PUXINANA;PB;Paraíba;13741;0;NE;0,617;0,754;0,542;0,574;Aprovado
3541653;816;Quadra;QUADRA;SP;São Paulo;3854;0;SE;0,678;0,822;0,541;0,7;Aprovado
4315305;8809;Quaraí;QUARAI;RS;Rio Grande do Sul;22607;0;S;0,704;0,852;0,609;0,673;Aprovado
3153707;5073;Quartel Geral;QUARTEL GERAL;MG;Minas Gerais;3584;0;SE;0,683;0,846;0,557;0,677;Aprovado
4120655;876;Quarto Centenário;QUARTO CENTENARIO;PR;Paraná;4465;0;S;0,71;0,819;0,603;0,724;Aprovado
3541703;6935;Quatá;QUATA;SP;São Paulo;14210;0;SE;0,738;0,814;0,7;0,706;Aprovado
4120705;7793;Quatiguá;QUATIGUA;PR;Paraná;7477;0;S;0,714;0,803;0,655;0,691;Aprovado
1506112;62;Quatipuru;QUATIPURU;PA;Pará;13702;0;N;0,543;0,732;0,397;0,55;Aprovado
3304128;2923;Quatis;QUATIS;RJ;Rio de Janeiro;14435;0;SE;0,69;0,806;0,603;0,676;Aprovado
4120804;7795;Quatro Barras;QUATRO BARRAS;PR;Paraná;23911;0;S;0,742;0,831;0,665;0,74;Aprovado
4315313;1162;Quatro Irmãos;QUATRO IRMAOS;RS;Rio Grande do Sul;1856;0;S;0,689;0,833;0,565;0,695;Não Cadastrado
4120853;5535;Quatro Pontes;QUATRO PONTES;PR;Paraná;4029;0;S;0,791;0,838;0,748;0,79;Aprovado
2707602;2851;Quebrangulo;QUEBRANGULO;AL;Alagoas;11248;0;NE;0,559;0,775;0,421;0,536;Aprovado
4120903;7955;Quedas do Iguaçu;QUEDAS DO IGUACU;PR;Paraná;34409;0;S;0,681;0,794;0,576;0,69;Aprovado
2208650;2279;Queimada Nova;QUEIMADA NOVA;PI;Piauí;9017;0;NE;0,515;0,758;0,368;0,49;Aprovado
2512507;2151;Queimadas;QUEIMADAS;PB;Paraíba;44179;0;NE;0,608;0,796;0,489;0,578;Aprovado
2925808;3817;Queimadas;QUEIMADAS;BA;Bahia;25433;0;NE;0,592;0,764;0,493;0,55;Aprovado
3304144;2911;Queimados;QUEIMADOS;RJ;Rio de Janeiro;151335;0;SE;0,68;0,81;0,589;0,659;Aprovado
3541802;6937;Queiroz;QUEIROZ;SP;São Paulo;3460;0;SE;0,715;0,811;0,681;0,662;Não Cadastrado
3541901;6939;Queluz;QUELUZ;SP;São Paulo;13606;0;SE;0,722;0,823;0,687;0,665;Em Análise
3153806;5075;Queluzito;QUELUZITO;MG;Minas Gerais;1943;0;SE;0,682;0,823;0,575;0,669;Aprovado
5107065;97;Querência;QUERENCIA;MT;Mato Grosso;17937;0;CO;0,692;0,837;0,565;0,701;Aprovado
4121000;7797;Querência do Norte;QUERENCIA DO NORTE;PR;Paraná;12232;0;S;0,688;0,808;0,604;0,667;Aprovado
4315321;5789;Quevedos;QUEVEDOS;RS;Rio Grande do Sul;2790;0;S;0,665;0,824;0,534;0,667;Não Cadastrado
2925907;3819;Quijingue;QUIJINGUE;BA;Bahia;27626;0;NE;0,544;0,689;0,434;0,539;Aprovado
4214201;8279;Quilombo;QUILOMBO;SC;Santa Catarina;9829;0;S;0,73;0,832;0,656;0,712;Aprovado
4121109;7799;Quinta do Sol;QUINTA DO SOL;PR;Paraná;4508;0;S;0,715;0,842;0,631;0,689;Em Análise
3542008;6941;Quintana;QUINTANA;SP;São Paulo;6688;0;SE;0,732;0,811;0,703;0,689;Não Cadastrado
4315354;7357;Quinze de Novembro;QUINZE DE NOVEMBRO;RS;Rio Grande do Sul;3803;0;S;0,756;0,841;0,655;0,783;Aprovado
2611507;2529;Quipapá;QUIPAPA;PE;Pernambuco;26175;0;NE;0,552;0,743;0,427;0,53;Aprovado
5218508;9563;Quirinópolis;QUIRINOPOLIS;GO;Goiás;50701;0;CO;0,74;0,863;0,642;0,732;Não Cadastrado
3304151;6007;Quissamã;QUISSAMA;RJ;Rio de Janeiro;25126;0;SE;0,704;0,821;0,61;0,698;Aprovado
4121208;7801;Quitandinha;QUITANDINHA;PR;Paraná;19221;0;S;0,68;0,806;0,603;0,648;Aprovado
2311264;9917;Quiterianópolis;QUITERIANOPOLIS;CE;Ceará;21166;0;NE;0,594;0,774;0,518;0,524;Aprovado
2512606;2153;Quixabá;QUIXABA;PB;Paraíba;1983;0;NE;0,622;0,737;0,579;0,564;Aprovado
2611533;2637;Quixaba;QUIXABA;PE;Pernambuco;6805;0;NE;0,577;0,752;0,482;0,53;Aprovado
2925931;3025;Quixabeira;QUIXABEIRA;BA;Bahia;8956;0;NE;0,578;0,753;0,469;0,547;Aprovado
2311306;1527;Quixadá;QUIXADA;CE;Ceará;88321;0;NE;0,659;0,775;0,624;0,592;Aprovado
2311355;9853;Quixelô;QUIXELO;CE;Ceará;16147;0;NE;0,591;0,725;0,52;0,548;Aprovado
2311405;1529;Quixeramobim;QUIXERAMOBIM;CE;Ceará;81778;0;NE;0,642;0,789;0,567;0,592;Aprovado
2311504;1531;Quixeré;QUIXERE;CE;Ceará;22293;0;NE;0,622;0,774;0,556;0,56;Aprovado
2410504;1809;Rafael Fernandes;RAFAEL FERNANDES;RN;Rio Grande do Norte;5128;0;NE;0,608;0,737;0,518;0,588;Aprovado
2410603;1893;Rafael Godeiro;RAFAEL GODEIRO;RN;Rio Grande do Norte;3208;0;NE;0,654;0,789;0,607;0,583;Aprovado
2925956;3985;Rafael Jambeiro;RAFAEL JAMBEIRO;BA;Bahia;22633;0;NE;0,564;0,768;0,435;0,538;Aprovado
3542107;6943;Rafard;RAFARD;SP;São Paulo;9101;0;SE;0,745;0,823;0,696;0,722;Não Cadastrado
4121257;5527;Ramilândia;RAMILANDIA;PR;Paraná;4476;0;S;0,63;0,802;0,489;0,639;Aprovado
3542206;6945;Rancharia;RANCHARIA;SP;São Paulo;29726;0;SE;0,751;0,861;0,683;0,72;Aprovado
4121307;7803;Rancho Alegre;RANCHO ALEGRE;PR;Paraná;3784;0;S;0,707;0,808;0,633;0,691;Aprovado
4121356;5513;Rancho Alegre D'Oeste;RANCHO ALEGRE DOESTE;PR;Paraná;2628;0;S;0,704;0,831;0,625;0,673;Em Análise
4214300;8281;Rancho Queimado;RANCHO QUEIMADO;SC;Santa Catarina;2887;0;S;0,753;0,893;0,644;0,743;Aprovado
2109452;218;Raposa;RAPOSA;MA;Maranhão;31177;0;NE;0,626;0,735;0,587;0,568;Não Cadastrado
3153905;5077;Raposos;RAPOSOS;MG;Minas Gerais;16429;0;SE;0,73;0,832;0,661;0,706;Aprovado
3154002;5079;Raul Soares;RAUL SOARES;MG;Minas Gerais;23711;0;SE;0,655;0,823;0,52;0,658;Não Cadastrado
4121406;7805;Realeza;REALEZA;PR;Paraná;16950;0;S;0,722;0,83;0,63;0,72;Aprovado
4121505;7807;Rebouças;REBOUCAS;PR;Paraná;14946;0;S;0,672;0,814;0,576;0,647;Aprovado
2611606;2531;Recife;RECIFE;PE;Pernambuco;1653461;1;NE;0,772;0,825;0,698;0,798;Aprovado
3154101;5081;Recreio;RECREIO;MG;Minas Gerais;10520;0;SE;0,692;0,841;0,589;0,668;Aprovado
1718501;357;Recursolândia;RECURSOLANDIA;TO;Tocantins;4342;0;N;0,5;0,738;0,345;0,49;Aprovado
1506138;567;Redenção;REDENCAO;PA;Pará;85563;0;N;0,672;0,804;0,561;0,674;Aprovado
2311603;1533;Redenção;REDENCAO;CE;Ceará;29146;0;NE;0,626;0,75;0,577;0,567;Aprovado
3542305;6947;Redenção da Serra;REDENCAO DA SERRA;SP;São Paulo;3839;0;SE;0,657;0,799;0,56;0,633;Não Cadastrado
2208700;1173;Redenção do Gurguéia;REDENCAO DO GURGUEIA;PI;Piauí;8796;0;NE;0,589;0,766;0,478;0,557;Aprovado
4315404;8811;Redentora;REDENTORA;RS;Rio Grande do Sul;11669;0;S;0,631;0,792;0,523;0,606;Aprovado
3154150;696;Reduto;REDUTO;MG;Minas Gerais;7201;0;SE;0,629;0,801;0,48;0,647;Não Cadastrado
2208809;1175;Regeneração;REGENERACAO;PI;Piauí;17979;0;NE;0,591;0,714;0,498;0,582;Não Cadastrado
3542404;6949;Regente Feijó;REGENTE FEIJO;SP;São Paulo;20394;0;SE;0,768;0,818;0,752;0,735;Aprovado
3542503;6951;Reginópolis;REGINOPOLIS;SP;São Paulo;9837;0;SE;0,728;0,817;0,66;0,715;Não Cadastrado
3542602;6953;Registro;REGISTRO;SP;São Paulo;56393;0;SE;0,754;0,851;0,702;0,718;Aprovado
4315453;7355;Relvado;RELVADO;RS;Rio Grande do Sul;2079;0;S;0,731;0,868;0,588;0,765;Não Cadastrado
2926004;3821;Remanso;REMANSO;BA;Bahia;41170;0;NE;0,579;0,757;0,451;0,569;Aprovado
2512705;2155;Remígio;REMIGIO;PB;Paraíba;19798;0;NE;0,607;0,797;0,474;0,592;Aprovado
4121604;7809;Renascença;RENASCENCA;PR;Paraná;6787;0;S;0,733;0,838;0,63;0,746;Aprovado
2311702;1535;Reriutaba;RERIUTABA;CE;Ceará;18385;0;NE;0,601;0,761;0,509;0,56;Aprovado
3304201;5883;Resende;RESENDE;RJ;Rio de Janeiro;132312;0;SE;0,768;0,839;0,709;0,762;Aprovado
3154200;5083;Resende Costa;RESENDE COSTA;MG;Minas Gerais;11540;0;SE;0,685;0,823;0,568;0,689;Aprovado
4121703;7811;Reserva;RESERVA;PR;Paraná;26825;0;S;0,618;0,786;0,461;0,65;Não Cadastrado
5107156;9879;Reserva do Cabaçal;RESERVA DO CABACAL;MT;Mato Grosso;2743;0;CO;0,676;0,799;0,603;0,642;Não Cadastrado
4121752;878;Reserva do Iguaçu;RESERVA DO IGUACU;PR;Paraná;8069;0;S;0,648;0,82;0,521;0,636;Aprovado
3154309;5085;Resplendor;RESPLENDOR;MG;Minas Gerais;17396;0;SE;0,67;0,833;0,543;0,666;Aprovado
3154408;5087;Ressaquinha;RESSAQUINHA;MG;Minas Gerais;4817;0;SE;0,683;0,834;0,599;0,638;Aprovado
3542701;6955;Restinga;RESTINGA;SP;São Paulo;7679;0;SE;0,705;0,826;0,639;0,664;Aprovado
4315503;8813;Restinga Seca;RESTINGA SECA;RS;Rio Grande do Sul;15744;0;S;0,683;0,828;0,542;0,709;Aprovado
2926103;3823;Retirolândia;RETIROLANDIA;BA;Bahia;14495;0;NE;0,636;0,773;0,574;0,579;Não Cadastrado
2109502;887;Riachão;RIACHAO;MA;Maranhão;20334;0;NE;0,576;0,757;0,442;0,572;Não Cadastrado
2512747;502;Riachão;RIACHAO;PB;Paraíba;3619;0;NE;0,574;0,763;0,481;0,515;Aprovado
2926202;3825;Riachão das Neves;RIACHAO DAS NEVES;BA;Bahia;22334;0;NE;0,578;0,779;0,471;0,527;Aprovado
2512754;504;Riachão do Bacamarte;RIACHAO DO BACAMARTE;PB;Paraíba;4541;0;NE;0,553;0,721;0,417;0,561;Aprovado
2805802;3215;Riachão do Dantas;RIACHAO DO DANTAS;SE;Sergipe;19809;0;NE;0,539;0,781;0,381;0,527;Aprovado
2926301;3827;Riachão do Jacuípe;RIACHAO DO JACUIPE;BA;Bahia;33468;0;NE;0,628;0,755;0,559;0,588;Aprovado
2512762;506;Riachão do Poço;RIACHAO DO POCO;PB;Paraíba;4540;0;NE;0,555;0,748;0,426;0,537;Aprovado
1718550;193;Riachinho;RIACHINHO;TO;Tocantins;4684;0;N;0,572;0,76;0,49;0,503;Aprovado
3154457;2901;Riachinho;RIACHINHO;MG;Minas Gerais;8134;0;SE;0,632;0,795;0,551;0,577;Aprovado
2410702;1811;Riacho da Cruz;RIACHO DA CRUZ;RN;Rio Grande do Norte;3614;0;NE;0,584;0,751;0,487;0,545;Aprovado
2611705;2533;Riacho das Almas;RIACHO DAS ALMAS;PE;Pernambuco;20646;0;NE;0,57;0,757;0,418;0,586;Aprovado
2410801;1813;Riacho de Santana;RIACHO DE SANTANA;RN;Rio Grande do Norte;4199;0;NE;0,591;0,776;0,489;0,545;Não Cadastrado
2926400;3829;Riacho de Santana;RIACHO DE SANTANA;BA;Bahia;35593;0;NE;0,615;0,764;0,532;0,572;Aprovado
2512788;508;Riacho de Santo Antônio;RIACHO DE SANTO ANTONIO;PB;Paraíba;1974;0;NE;0,594;0,735;0,502;0,569;Aprovado
2512804;2157;Riacho dos Cavalos;RIACHO DOS CAVALOS;PB;Paraíba;8541;0;NE;0,568;0,752;0,447;0,546;Aprovado
3154507;5089;Riacho dos Machados;RIACHO DOS MACHADOS;MG;Minas Gerais;9476;0;SE;0,627;0,808;0,547;0,557;Não Cadastrado
2208858;374;Riacho Frio;RIACHO FRIO;PI;Piauí;4309;0;NE;0,541;0,761;0,431;0,483;Não Cadastrado
2410900;1815;Riachuelo;RIACHUELO;RN;Rio Grande do Norte;8220;0;NE;0,592;0,767;0,481;0,561;Aprovado
2805901;3217;Riachuelo;RIACHUELO;SE;Sergipe;10284;0;NE;0,617;0,766;0,52;0,591;Aprovado
5218607;9565;Rialma;RIALMA;GO;Goiás;10940;0;CO;0,727;0,827;0,667;0,698;Aprovado
5218706;9567;Rianápolis;RIANAPOLIS;GO;Goiás;4817;0;CO;0,693;0,84;0,587;0,674;Não Cadastrado
2109551;220;Ribamar Fiquene;RIBAMAR FIQUENE;MA;Maranhão;7825;0;NE;0,615;0,744;0,527;0,592;Aprovado
5007109;9141;Ribas do Rio Pardo;RIBAS DO RIO PARDO;MS;Mato Grosso do Sul;24966;0;CO;0,664;0,83;0,519;0,681;Em Análise
3542800;6957;Ribeira;RIBEIRA;SP;São Paulo;3330;0;SE;0,698;0,797;0,673;0,635;Não Cadastrado
2926509;3831;Ribeira do Amparo;RIBEIRA DO AMPARO;BA;Bahia;14612;0;NE;0,512;0,694;0,384;0,503;Não Cadastrado
2208874;376;Ribeira do Piauí;RIBEIRA DO PIAUI;PI;Piauí;4488;0;NE;0,52;0,758;0,368;0,505;Não Cadastrado
2926608;3833;Ribeira do Pombal;RIBEIRA DO POMBAL;BA;Bahia;53956;0;NE;0,601;0,704;0,515;0,599;Aprovado
2611804;2535;Ribeirão;RIBEIRAO;PE;Pernambuco;47616;0;NE;0,602;0,711;0,516;0,595;Aprovado
3542909;6959;Ribeirão Bonito;RIBEIRAO BONITO;SP;São Paulo;13299;0;SE;0,712;0,811;0,625;0,712;Em Cadastro
3543006;6961;Ribeirão Branco;RIBEIRAO BRANCO;SP;São Paulo;16211;0;SE;0,639;0,797;0,553;0,592;Aprovado
5107180;9741;Ribeirão Cascalheira;RIBEIRAO CASCALHEIRA;MT;Mato Grosso;10329;0;CO;0,67;0,831;0,542;0,668;Em Cadastro
4121802;7813;Ribeirão Claro;RIBEIRAO CLARO;PR;Paraná;10645;0;S;0,716;0,832;0,627;0,704;Aprovado
3543105;6963;Ribeirão Corrente;RIBEIRAO CORRENTE;SP;São Paulo;4752;0;SE;0,711;0,814;0,642;0,688;Não Cadastrado
3154606;5091;Ribeirão das Neves;RIBEIRAO DAS NEVES;MG;Minas Gerais;338197;0;SE;0,684;0,822;0,591;0,658;Aprovado
2926657;3027;Ribeirão do Largo;RIBEIRAO DO LARGO;BA;Bahia;5343;0;NE;0,54;0,759;0,366;0,566;Aprovado
4121901;7815;Ribeirão do Pinhal;RIBEIRAO DO PINHAL;PR;Paraná;12948;0;S;0,701;0,824;0,611;0,684;Aprovado
3543204;6965;Ribeirão do Sul;RIBEIRAO DO SUL;SP;São Paulo;4539;0;SE;0,747;0,818;0,676;0,753;Não Cadastrado
3543238;818;Ribeirão dos Índios;RIBEIRAO DOS INDIOS;SP;São Paulo;2224;0;SE;0,721;0,809;0,701;0,661;Não Cadastrado
3543253;3057;Ribeirão Grande;RIBEIRAO GRANDE;SP;São Paulo;7679;0;SE;0,705;0,807;0,676;0,643;Em Cadastro
3543303;6967;Ribeirão Pires;RIBEIRAO PIRES;SP;São Paulo;124159;0;SE;0,784;0,847;0,76;0,749;Aprovado
3543402;6969;Ribeirão Preto;RIBEIRAO PRETO;SP;São Paulo;711825;0;SE;0,8;0,844;0,739;0,82;Aprovado
3154705;5093;Ribeirão Vermelho;RIBEIRAO VERMELHO;MG;Minas Gerais;4047;0;SE;0,737;0,85;0,675;0,699;Aprovado
5107198;99;Ribeirãozinho;RIBEIRAOZINHO;MT;Mato Grosso;2422;0;CO;0,692;0,802;0,595;0,694;Não Cadastrado
2208908;1177;Ribeiro Gonçalves;RIBEIRO GONCALVES;PI;Piauí;7376;0;NE;0,601;0,787;0,485;0,568;Aprovado
2806008;3219;Ribeirópolis;RIBEIROPOLIS;SE;Sergipe;18773;0;NE;0,613;0,769;0,49;0,61;Aprovado
3543600;6973;Rifaina;RIFAINA;SP;São Paulo;3640;0;SE;0,74;0,824;0,69;0,713;Aprovado
3543709;6975;Rincão;RINCAO;SP;São Paulo;10812;0;SE;0,734;0,826;0,682;0,701;Aprovado
3543808;6977;Rinópolis;RINOPOLIS;SP;São Paulo;9961;0;SE;0,723;0,843;0,644;0,696;Aprovado
3154804;5095;Rio Acima;RIO ACIMA;MG;Minas Gerais;10420;0;SE;0,673;0,87;0,508;0,689;Aprovado
4122008;7817;Rio Azul;RIO AZUL;PR;Paraná;15336;0;S;0,687;0,819;0,544;0,728;Aprovado
3204351;5711;Rio Bananal;RIO BANANAL;ES;Espírito Santo;19271;0;SE;0,681;0,802;0,579;0,68;Aprovado
4122107;7819;Rio Bom;RIO BOM;PR;Paraná;3182;0;S;0,729;0,848;0,681;0,672;Não Cadastrado
3304300;5885;Rio Bonito;RIO BONITO;RJ;Rio de Janeiro;60573;0;SE;0,71;0,819;0,62;0,705;Aprovado
4122156;5481;Rio Bonito do Iguaçu;RIO BONITO DO IGUACU;PR;Paraná;13255;0;S;0,629;0,792;0,498;0,631;Não Cadastrado
1200401;139;Rio Branco;RIO BRANCO;AC;Acre;413418;1;N;0,727;0,798;0,661;0,729;Aprovado
5107206;8995;Rio Branco;RIO BRANCO;MT;Mato Grosso;5150;0;CO;0,707;0,817;0,617;0,701;Não Cadastrado
4122172;880;Rio Branco do Ivaí;RIO BRANCO DO IVAI;PR;Paraná;4109;0;S;0,64;0,783;0,537;0,624;Não Cadastrado
4122206;7821;Rio Branco do Sul;RIO BRANCO DO SUL;PR;Paraná;32517;0;S;0,679;0,847;0,545;0,679;Aprovado
5007208;9143;Rio Brilhante;RIO BRILHANTE;MS;Mato Grosso do Sul;38186;0;CO;0,715;0,861;0,59;0,72;Não Cadastrado
3154903;5097;Rio Casca;RIO CASCA;MG;Minas Gerais;13473;0;SE;0,65;0,813;0,519;0,651;Aprovado
3304409;5887;Rio Claro;RIO CLARO;RJ;Rio de Janeiro;18605;0;SE;0,683;0,801;0,567;0,7;Aprovado
3543907;6979;Rio Claro;RIO CLARO;SP;São Paulo;208008;0;SE;0,803;0,862;0,766;0,784;Aprovado
1100262;687;Rio Crespo;RIO CRESPO;RO;Rondônia;3804;0;N;0,643;0,813;0,513;0,637;Não Cadastrado
1718659;323;Rio da Conceição;RIO DA CONCEICAO;TO;Tocantins;2171;0;N;0,608;0,718;0,561;0,557;Aprovado
4214409;8283;Rio das Antas;RIO DAS ANTAS;SC;Santa Catarina;6202;0;S;0,697;0,82;0,569;0,727;Aprovado
3304508;5889;Rio das Flores;RIO DAS FLORES;RJ;Rio de Janeiro;9344;0;SE;0,68;0,822;0,575;0,664;Aprovado
3304524;2921;Rio das Ostras;RIO DAS OSTRAS;RJ;Rio de Janeiro;155193;0;SE;0,773;0,854;0,689;0,784;Aprovado
3544004;6981;Rio das Pedras;RIO DAS PEDRAS;SP;São Paulo;35738;0;SE;0,759;0,842;0,7;0,741;Aprovado
2926707;3835;Rio de Contas;RIO DE CONTAS;BA;Bahia;12932;0;NE;0,605;0,767;0,498;0,58;Aprovado
3304557;6001;Rio de Janeiro;RIO DE JANEIRO;RJ;Rio de Janeiro;6747815;1;SE;0,799;0,845;0,719;0,84;Aprovado
2926806;3837;Rio do Antônio;RIO DO ANTONIO;BA;Bahia;15448;0;NE;0,576;0,74;0,465;0,555;Aprovado
4214508;8285;Rio do Campo;RIO DO CAMPO;SC;Santa Catarina;5902;0;S;0,729;0,803;0,65;0,741;Aprovado
2408953;422;Rio do Fogo;RIO DO FOGO;RN;Rio Grande do Norte;10905;0;NE;0,569;0,738;0,457;0,546;Aprovado
4214607;8287;Rio do Oeste;RIO DO OESTE;SC;Santa Catarina;7520;0;S;0,754;0,892;0,625;0,769;Não Cadastrado
2926905;3839;Rio do Pires;RIO DO PIRES;BA;Bahia;11663;0;NE;0,594;0,767;0,481;0,568;Aprovado
3155108;5101;Rio do Prado;RIO DO PRADO;MG;Minas Gerais;5133;0;SE;0,605;0,807;0,479;0,573;Aprovado
4214805;8291;Rio do Sul;RIO DO SUL;SC;Santa Catarina;72006;0;S;0,802;0,894;0,727;0,793;Aprovado
3155009;5099;Rio Doce;RIO DOCE;MG;Minas Gerais;2620;0;SE;0,664;0,801;0,567;0,644;Aprovado
1718709;359;Rio dos Bois;RIO DOS BOIS;TO;Tocantins;2856;0;N;0,616;0,795;0,501;0,588;Não Cadastrado
4214706;8289;Rio dos Cedros;RIO DOS CEDROS;SC;Santa Catarina;11808;0;S;0,729;0,827;0,634;0,739;Aprovado
